USE;HBLOCK;X_Midpoint;Y_Midpoint;Lat;Long;geopoint
Residential;4800 ST. CATHERINES ST;493738.875;5454255.5;49.2410429333;-123.086017565;49.2410429333,-123.086017565
Residential;4000 LAUREL ST;490924.46875;5455191.0;49.2494226939;-123.124703988;49.2494226939,-123.124703988
Residential;2500 E 51ST AV;495955.8125;5452197.5;49.2225493729;-123.05553975;49.2225493729,-123.05553975
Residential;1200 E 29TH AV;494283.65625;5454648.5;49.244583388;-123.07853878;49.244583388,-123.07853878
Residential;900 E 40TH AV;493751.5;5453448.0;49.2337794104;-123.085831531;49.2337794104,-123.085831531
Residential;2200 KITCHENER ST;495572.71875;5457703.0;49.2720699301;-123.060861702;49.2720699301,-123.060861702
Residential;2200 KITCHENER ST;495713.0625;5457701.0;49.2720529398;-123.05893238;49.2720529398,-123.05893238
Residential;2600 TRAFALGAR ST;488016.625;5456717.0;49.2630992984;-123.164705259;49.2630992984,-123.164705259
Residential;1800-1900 W 75TH AV;488952.3125;5450701.0;49.2090017009;-123.151678977;49.2090017009,-123.151678977
Residential;200 E 32ND AV;492738.3125;5454391.5;49.2422552311;-123.099766092;49.2422552311,-123.099766092
Residential;2200-2300 CASSIAR ST;497743.6875;5456769.0;49.263680283;-123.0310122;49.263680283,-123.0310122
Residential;3200 DIEPPE DRIVE;498110.46875;5455912.5;49.2559771299;-123.025966883;49.2559771299,-123.025966883
Residential;3800-3900 W BROADWAY;485962.9375;5456933.0;49.2649985649;-123.192939546;49.2649985649,-123.192939546
Residential;2000 COLLINGWOOD ST;486780.65625;5457279.0;49.2681291102;-123.181711485;49.2681291102,-123.181711485
Residential;1300 W 67TH AV;490192.65625;5450898.0;49.2107948746;-123.134654571;49.2107948746,-123.134654571
Residential;8300-8500 CARTIER ST;489965.0;5450842.5;49.2102919515;-123.137778888;49.2102919515,-123.137778888
Residential;4100 TRAFALGAR ST;487968.09375;5455242.0;49.2498304589;-123.165327973;49.2498304589,-123.165327973
Residential;4000 LAUREL ST;490926.0;5455246.0;49.2499174529;-123.124684194;49.2499174529,-123.124684194
Residential;3700 LAUREL ST;490934.09375;5455517.0;49.2523552726;-123.124579113;49.2523552726,-123.124579113
Residential;3600 LAUREL ST;490935.59375;5455567.0;49.2528050548;-123.124559632;49.2528050548,-123.124559632
Residential;2800-2900 W 53RD AV;487571.59375;5452301.0;49.2233676331;-123.170684991;49.2233676331,-123.170684991
Residential;800 W 46TH AV;490892.03125;5452942.0;49.2291919616;-123.125098594;49.2291919616,-123.125098594
Residential;3400 NOOTKA ST;496973.25;5455670.5;49.2537957184;-123.041593278;49.2537957184,-123.041593278
Residential;3400-3500 FALAISE AV;497847.09375;5455853.0;49.2554410444;-123.029585993;49.2554410444,-123.029585993
Residential;800 W 20TH AV;491023.875;5455639.0;49.2534540107;-123.123348122;49.2534540107,-123.123348122
Residential;1300 GARDEN DRIVE;495784.09375;5457776.0;49.2727280726;-123.057956707;49.2727280726,-123.057956707
Residential;6300-6400 LANARK ST;494473.3125;5452525.5;49.2254882345;-123.075903764;49.2254882345,-123.075903764
Residential;100 W 15TH AV;492114.84375;5456100.0;49.2576158311;-123.108365354;49.2576158311,-123.108365354
Residential;2100 E 10TH AV;495556.15625;5456506.0;49.261302563;-123.061076094;49.261302563,-123.061076094
Residential;2100 STAINSBURY AV;495524.5625;5455289.5;49.2503596588;-123.061496722;49.2503596588,-123.061496722
Residential;100 E 19TH AV;492566.3125;5455666.0;49.2537175663;-123.102152793;49.2537175663,-123.102152793
Residential;100 E 19TH AV;492636.96875;5455664.5;49.2537049279;-123.101181818;49.2537049279,-123.101181818
Residential;5400 ABERDEEN ST;497952.03125;5453518.0;49.2344375384;-123.028131971;49.2344375384,-123.028131971
Residential;900 W 71ST AV;490635.40625;5450463.5;49.2068933578;-123.128565507;49.2068933578,-123.128565507
Residential;5200-5300 TAUNTON ST;497248.375;5453826.5;49.2372098134;-123.037799877;49.2372098134,-123.037799877
Residential;1100 E 59TH AV;494001.34375;5451518.0;49.2164210678;-123.082370733;49.2164210678,-123.082370733
Residential;7300 ROSS ST;493948.03125;5451639.5;49.2175134684;-123.083104626;49.2175134684,-123.083104626
Residential;200 W 37TH AV;491878.9375;5453818.0;49.2370856709;-123.111561139;49.2370856709,-123.111561139
Residential;500-600 E 51ST AV;493170.03125;5452319.0;49.2236175668;-123.093799546;49.2236175668,-123.093799546
Residential;7600 PRINCE ALBERT ST;493599.5;5451381.0;49.2151846495;-123.087886471;49.2151846495,-123.087886471
Residential;1400 W 72ND AV;489937.53125;5450339.0;49.2057623853;-123.13814341;49.2057623853,-123.13814341
Residential;1000 E 45TH AV;493919.28125;5452924.5;49.2290720893;-123.083518894;49.2290720893,-123.083518894
Residential;500-600 E 43RD AV;493259.46875;5453142.0;49.2310216474;-123.092585087;49.2310216474,-123.092585087
Residential;1700 E 43RD AV;495009.90625;5453086.5;49.2305391787;-123.068541148;49.2305391787,-123.068541148
Residential;300 E 51ST AV;492820.6875;5452329.0;49.2237035239;-123.098597438;49.2237035239,-123.098597438
Residential;3600 MOSCROP ST;498057.71875;5454497.5;49.2432487218;-123.026684939;49.2432487218,-123.026684939
Residential;400 E 61ST AV;492897.90625;5451357.5;49.2149655292;-123.097519757;49.2149655292,-123.097519757
Residential;7300 VIVIAN DRIVE;496318.09375;5451643.5;49.2175682792;-123.050559377;49.2175682792,-123.050559377
Residential;5200-5300 WALES ST;496233.4375;5453761.0;49.2366152217;-123.051741749;49.2366152217,-123.051741749
Residential;4800 DUCHESS ST;496232.09375;5454154.0;49.2401503425;-123.051763903;49.2401503425,-123.051763903
Residential;4800 DUCHESS ST;496255.90625;5454191.0;49.2404833124;-123.05143711;49.2404833124,-123.05143711
Residential;900 PARK DRIVE;490677.53125;5451239.5;49.2138743254;-123.128005199;49.2138743254,-123.128005199
Residential;2900 W 19TH AV;487521.5625;5455876.0;49.2555244601;-123.171483393;49.2555244601,-123.171483393
Residential;2000 W 7TH AV;488966.09375;5456988.5;49.2655593534;-123.15166284;49.2655593534,-123.15166284
Residential;4100 GLADSTONE ST;495596.84375;5455021.5;49.2479494639;-123.060500564;49.2479494639,-123.060500564
Residential;4100 SIDNEY ST;495436.71875;5455058.0;49.2482766165;-123.062701139;49.2482766165,-123.062701139
Residential;7800 NANAIMO ST;495673.25;5451097.0;49.2126481464;-123.059408377;49.2126481464,-123.059408377
Residential;4700 DUCHESS ST;496424.75;5454388.5;49.2422608808;-123.049119264;49.2422608808,-123.049119264
Residential;5700-5800 LARCH ST;488148.96875;5453428.5;49.2335211906;-123.162788988;49.2335211906,-123.162788988
Residential;5700 ELM ST;488047.625;5453479.5;49.2339779764;-123.164182588;49.2339779764,-123.164182588
Residential;3000 KASLO ST;496577.53125;5455978.0;49.256559661;-123.04703383;49.256559661,-123.04703383
Residential;1500 MAPLE ST;489071.84375;5457686.5;49.2718398773;-123.150228356;49.2718398773,-123.150228356
Residential;600 GLEN DRIVE;494083.9375;5458416.0;49.2784708981;-123.081338459;49.2784708981,-123.081338459
Residential;2700 PENTICTON ST;496143.5625;5456345.0;49.2598583207;-123.053001248;49.2598583207,-123.053001248
Residential;2700 PENTICTON ST;496143.5;5456397.5;49.2603305686;-123.053002613;49.2603305686,-123.053002613
Residential;3900 SIDNEY ST;495444.90625;5455203.5;49.2495854822;-123.062590295;49.2495854822,-123.062590295
Residential;2800 E 4TH AV;496710.25;5457102.0;49.2666709984;-123.045219159;49.2666709984,-123.045219159
Residential;1500 PENTICTON ST;496211.96875;5457546.0;49.2706619802;-123.052072469;49.2706619802,-123.052072469
Residential;3800 WINDSOR ST;493898.875;5455277.0;49.2502331685;-123.083834985;49.2502331685,-123.083834985
Residential;2700 ADANAC ST;496507.25;5458301.0;49.2774551023;-123.048019955;49.2774551023,-123.048019955
Residential;1900 WINDERMERE ST;497347.0;5457124.0;49.2668719866;-123.036466879;49.2668719866,-123.036466879
Residential;2300 E 37TH AV;495781.5625;5453849.0;49.2374038558;-123.057950137;49.2374038558,-123.057950137
Residential;5100 NANAIMO ST;495722.5;5453882.5;49.2377047865;-123.058761856;49.2377047865,-123.058761856
Residential;5200-5300 TAUNTON ST;497186.90625;5453749.0;49.2365124026;-123.038643747;49.2365124026,-123.038643747
Arterial;2200 E KENT AV NORTH;495591.375;5450368.0;49.206090001;-123.060524555;49.206090001,-123.060524555
Secondary Arterial;1600 E KENT AV NORTH;494710.875;5450729.0;49.2093303319;-123.072617395;49.2093303319,-123.072617395
Residential;4400 MAPLE CRESCENT;489179.96875;5454808.0;49.2459491725;-123.148664186;49.2459491725,-123.148664186
Residential;700 VERNON DRIVE;494235.8125;5458382.5;49.2781710108;-123.079249887;49.2781710108,-123.079249887
Residential;2500-2800 SLOCAN ST;496394.3125;5456155.5;49.2581552584;-123.049553341;49.2581552584,-123.049553341
Residential;0 E 52ND AV;492411.78125;5452242.0;49.2229160072;-123.104211517;49.2229160072,-123.104211517
Residential;0 W 26TH AV;492266.0625;5455005.5;49.2477725094;-123.10626603;49.2477725094,-123.10626603
Residential;4400 WALLACE ST;486108.5625;5454972.5;49.2473668684;-123.190869929;49.2473668684,-123.190869929
Residential;4400 CAMOSUN ST;485677.65625;5454873.5;49.2464664124;-123.196787054;49.2464664124,-123.196787054
Residential;4200 ONTARIO ST;492354.9375;5454978.5;49.2475307555;-123.105044355;49.2475307555,-123.105044355
Residential;4300 ONTARIO ST;492353.65625;5454928.5;49.2470809787;-123.105061005;49.2470809787,-123.105061005
Residential;0 W 43RD AV;492187.875;5453178.5;49.2313372392;-123.107304731;49.2313372392,-123.107304731
Residential;4300 ONTARIO ST;492352.09375;5454881.0;49.2466536865;-123.105081567;49.2466536865,-123.105081567
Residential;2600 W 37TH AV;487997.3125;5453976.0;49.2384431135;-123.164888563;49.2384431135,-123.164888563
Residential;1000 BUTE ST;490513.875;5459004.5;49.2837195691;-123.130436204;49.2837195691,-123.130436204
Residential;2600 OLIVER CRESCENT;488043.59375;5455165.0;49.2491393093;-123.164288249;49.2491393093,-123.164288249
Residential;500 JACKSON AV;493199.84375;5458566.5;49.2798154751;-123.093496185;49.2798154751,-123.093496185
Residential;7700 EAST BOULEVARD;489232.53125;5451453.0;49.2157711198;-123.147851906;49.2157711198,-123.147851906
Collector;4300-4400 PUGET DRIVE;487792.4375;5455016.0;49.2477940672;-123.167734732;49.2477940672,-123.167734732
Residential;2700 E 45TH AV;496336.53125;5452954.0;49.229356682;-123.050318164;49.229356682,-123.050318164
Residential;5800 EARLES ST;496446.21875;5453063.5;49.2303423087;-123.048812565;49.2303423087,-123.048812565
Residential;5900 EARLES ST;496445.90625;5452977.5;49.2295687151;-123.048816095;49.2295687151,-123.048816095
Residential;0 W 42ND AV;492283.09375;5453279.0;49.2322424681;-123.105998775;49.2322424681,-123.105998775
Residential;4900 DUMFRIES ST;494611.28125;5454135.5;49.2399718077;-123.074030535;49.2399718077,-123.074030535
Residential;4000 WINDERMERE ST;497339.125;5455086.0;49.2485397122;-123.036561581;49.2485397122,-123.036561581
Residential;1600 COMOX ST;490013.53125;5459385.0;49.2871342505;-123.13732552;49.2871342505,-123.13732552
Residential;1200-1300 BIDWELL ST;489630.09375;5459113.0;49.2846811858;-123.142591158;49.2846811858,-123.142591158
Residential;700 E 39TH AV;493435.75;5453560.0;49.2347835731;-123.090170609;49.2347835731,-123.090170609
Residential;3500 MATHESON CRESCENT;498172.9375;5451653.0;49.2176620746;-123.025088992;49.2176620746,-123.025088992
Residential;4100 VALLEY DRIVE;488439.59375;5455167.0;49.2491649092;-123.15884705;49.2491649092,-123.15884705
Residential;3500 MATHESON CRESCENT;498034.5625;5451792.5;49.2189164869;-123.026989823;49.2189164869,-123.026989823
Residential;700 MCLEAN DRIVE;494603.40625;5458345.0;49.2778370475;-123.074195462;49.2778370475,-123.074195462
Residential;600 MCLEAN DRIVE;494606.34375;5458446.0;49.2787455859;-123.074156437;49.2787455859,-123.074156437
Residential;700 WOODLAND DRIVE;494710.0625;5458393.0;49.2782697481;-123.072729727;49.2782697481,-123.072729727
Residential;3600 TANNER ST;498204.25;5454304.5;49.2415130887;-123.024670886;49.2415130887,-123.024670886
Residential;4000 TRAFALGAR ST;487969.4375;5455293.5;49.2502937375;-123.165311055;49.2502937375,-123.165311055
Residential;5900 KILLARNEY ST;496655.34375;5452974.0;49.2295384115;-123.045939406;49.2295384115,-123.045939406
Residential;5800 EARLES ST;496446.625;5453133.0;49.230967481;-123.048807601;49.230967481,-123.048807601
Residential;400 E 43RD AV;493137.03125;5453145.5;49.2310517706;-123.094266894;49.2310517706,-123.094266894
Residential;3800 CLARK DRIVE;494323.46875;5455361.5;49.2509973505;-123.078001886;49.2509973505,-123.078001886
Residential;1700 E 22ND AV;494903.03125;5455289.0;49.2503502996;-123.070037133;49.2503502996,-123.070037133
Residential;2200 DUNBAR ST;486634.9375;5457093.5;49.2664573421;-123.183708311;49.2664573421,-123.183708311
Residential;1800-1900 W 75TH AV;488978.84375;5450674.5;49.2087638043;-123.151313991;49.2087638043,-123.151313991
Residential;500-600 E 31ST AV;493312.375;5454429.0;49.2425990937;-123.091879861;49.2425990937,-123.091879861
Residential;7400 LAUREL ST;490816.5625;5451670.0;49.2177488832;-123.126106041;49.2177488832,-123.126106041
Residential;2500-2800 SLOCAN ST;496393.28125;5456402.0;49.2603725708;-123.049569734;49.2603725708,-123.049569734
Residential;400-500 E 23RD AV;493210.46875;5455269.0;49.2501539555;-123.093294162;49.2501539555,-123.093294162
Residential;6500-6600 YEW ST;488431.6875;5452701.5;49.2269870719;-123.15888453;49.2269870719,-123.15888453
Residential;6500-6600 YEW ST;488426.6875;5452508.5;49.2252508985;-123.158947633;49.2252508985,-123.158947633
Residential;3500 CROWLEY DRIVE;497866.21875;5453696.5;49.2360428969;-123.029311686;49.2360428969,-123.029311686
Residential;2400 CASSIAR ST;497743.75;5456657.5;49.2626773181;-123.031010713;49.2626773181,-123.031010713
Residential;3000 PINE ST;489553.15625;5456231.5;49.2587603141;-123.143573841;49.2587603141,-123.143573841
Residential;3900 PRINCE EDWARD ST;492960.21875;5455250.5;49.2499847161;-123.096732488;49.2499847161,-123.096732488
Residential;2600 MAPLE ST;489044.6875;5456658.5;49.2625923597;-123.150573527;49.2625923597,-123.150573527
Residential;0 E 52ND AV;492356.375;5452244.0;49.2229333088;-123.104972466;49.2229333088,-123.104972466
Residential;2600 NAPIER ST;496312.84375;5458025.0;49.2749712908;-123.050690198;49.2749712908,-123.050690198
Residential;1800 PENTICTON ST;496208.5625;5457228.5;49.2678059859;-123.052116285;49.2678059859,-123.052116285
Residential;1400 E 2ND AV;494582.03125;5457333.0;49.2687337353;-123.074475632;49.2687337353,-123.074475632
Residential;400 W 37TH AV;491710.15625;5453818.0;49.2370834085;-123.113879726;49.2370834085,-123.113879726
Residential;4100 SIDNEY ST;495435.65625;5455009.5;49.2478403402;-123.062715186;49.2478403402,-123.062715186
Residential;4100-4200 ANGUS DRIVE;489367.9375;5455170.5;49.2492132268;-123.146091177;49.2492132268,-123.146091177
Residential;2300 OLIVER CRESCENT;488423.1875;5455372.5;49.2510131106;-123.15907842;49.2510131106,-123.15907842
Residential;8300 ASH ST;491238.71875;5450807.5;49.2099966531;-123.12029022;49.2099966531,-123.12029022
Residential;2400 E 51ST AV;495894.46875;5452198.0;49.2225534624;-123.056382202;49.2225534624,-123.056382202
Residential;3100 E 24TH AV;497246.90625;5455111.5;49.2487686825;-123.037828882;49.2487686825,-123.037828882
Residential;5200-5300 MCKINNON ST;497327.59375;5453709.5;49.2361577208;-123.036710846;49.2361577208,-123.036710846
Residential;200 W 59TH AV;491837.34375;5451573.0;49.2168907954;-123.112086832;49.2168907954,-123.112086832
Residential;4100 TRAFALGAR ST;487966.6875;5455189.0;49.2493536863;-123.165345704;49.2493536863,-123.165345704
Residential;5300-5400 LABURNUM ST;489047.59375;5453923.5;49.2379905576;-123.150458801;49.2379905576,-123.150458801
Residential;4600-4800 ONTARIO ST;492335.90625;5454359.5;49.2419624774;-123.105294007;49.2419624774,-123.105294007
Residential;2800-2900 W 3RD AV;487657.21875;5457405.5;49.2692853186;-123.169666323;49.2692853186,-123.169666323
Residential;3200 W 31ST AV;487128.75;5454622.0;49.2442363631;-123.17684125;49.2442363631,-123.17684125
Residential;2900 E 15TH AV;496902.9375;5455949.5;49.2563050314;-123.042561663;49.2563050314,-123.042561663
Residential;5800 ALBERTA ST;491738.71875;5453275.0;49.232199384;-123.113476167;49.232199384,-123.113476167
Residential;3900 CAROLINA ST;493297.5625;5455191.5;49.2494577866;-123.092096122;49.2494577866,-123.092096122
Residential;3000-3100 W 53RD AV;487292.8125;5452306.0;49.2234068886;-123.174513761;49.2234068886,-123.174513761
Residential;6900-7000 CARRINGTON ST;486716.96875;5452206.5;49.2224996458;-123.182418758;49.2224996458,-123.182418758
Residential;3300 E 8TH AV;497571.71875;5456684.0;49.2629150322;-123.033375333;49.2629150322,-123.033375333
Residential;1300 W HASTINGS ST;490848.0625;5459669.5;49.2897064368;-123.125856293;49.2897064368,-123.125856293
Residential;4400 DINMONT AV;491967.96875;5454734.5;49.2453309665;-123.110356464;49.2453309665,-123.110356464
Residential;400 E 50TH AV;493022.625;5452427.5;49.2245918902;-123.095825837;49.2245918902,-123.095825837
Residential;1100 W 15TH AV;490474.0625;5456130.5;49.2578668344;-123.130915207;49.2578668344,-123.130915207
Residential;3400 WILLOW ST;491113.46875;5455762.0;49.2545617279;-123.122119674;49.2545617279,-123.122119674
Residential;3700 HEATHER ST;491247.96875;5455481.0;49.2520360156;-123.120265224;49.2520360156,-123.120265224
Residential;3100 PINE ST;489550.40625;5456129.0;49.2578382608;-123.14360896;49.2578382608,-123.14360896
Residential;500 LILLOOET ST;497175.84375;5458573.5;49.2799097427;-123.038829744;49.2799097427,-123.038829744
Residential;6100-6400 ASH ST;491410.5625;5452984.0;49.2295772547;-123.117977446;49.2295772547,-123.117977446
Residential;3900 CROWN ST;485911.125;5455462.0;49.2517654924;-123.193599942;49.2517654924,-123.193599942
Residential;500-600 BEACH CRESCENT;490608.53125;5457842.0;49.2732641604;-123.129107366;49.2732641604,-123.129107366
Residential;3800 CLARK DRIVE;494322.59375;5455325.5;49.2506735147;-123.078013399;49.2506735147,-123.078013399
Arterial;2400-2800 E KENT AV SOUTH;496476.9375;5450373.5;49.2061452058;-123.048367014;49.2061452058,-123.048367014
Residential;900 E 7TH AV;493871.78125;5456839.5;49.2642879039;-123.084231191;49.2642879039,-123.084231191
Residential;400 E 8TH AV;493165.21875;5456748.5;49.2634618535;-123.09394119;49.2634618535,-123.09394119
Residential;2100 CHARLES ST;495527.3125;5457804.5;49.2729826109;-123.061487034;49.2729826109,-123.061487034
Residential;1800 E 43RD AV;495053.34375;5453085.5;49.2305305359;-123.067944503;49.2305305359,-123.067944503
Residential;6000 PRINCE EDWARD ST;492911.4375;5452975.5;49.2295200092;-123.097362547;49.2295200092,-123.097362547
Residential;300 E 44TH AV;492836.6875;5453053.0;49.2302162706;-123.098390633;49.2302162706,-123.098390633
Residential;4000 SIDNEY ST;495443.84375;5455154.5;49.2491447084;-123.062604337;49.2491447084,-123.062604337
Residential;4100 WINDERMERE ST;497339.09375;5454947.0;49.2472893756;-123.036561087;49.2472893756,-123.036561087
Residential;2900 KASLO ST;496577.90625;5456067.5;49.2573647345;-123.047029441;49.2573647345,-123.047029441
Residential;2900 KASLO ST;496578.15625;5456131.5;49.2579404293;-123.047026553;49.2579404293,-123.047026553
Residential;500 W 14TH AV;491609.125;5456225.5;49.2587380002;-123.11531804;49.2587380002,-123.11531804
Arterial;3100 E KENT AV NORTH;497064.5;5450431.5;49.2066700288;-123.04030098;49.2066700288,-123.04030098
Residential;2700 TRAFALGAR ST;488013.5;5456595.0;49.2620018266;-123.164744557;49.2620018266,-123.164744557
Residential;5600 CARTIER ST;490014.5625;5453594.0;49.2350431695;-123.137166891;49.2350431695,-123.137166891
Residential;3900 WINDSOR ST;493897.59375;5455227.0;49.249783395;-123.083851829;49.249783395,-123.083851829
Residential;2500 PENTICTON ST;496143.3125;5456530.0;49.2615224319;-123.053006466;49.2615224319,-123.053006466
Residential;300 W 37TH AV;491829.4375;5453812.0;49.2370310408;-123.112241009;49.2370310408,-123.112241009
Residential;7300 LAUREL ST;490817.84375;5451741.0;49.2183875653;-123.126090071;49.2183875653,-123.126090071
Residential;2600 TURNER ST;496384.25;5458482.5;49.2790870118;-123.049712657;49.2790870118,-123.049712657
Residential;200 SLOCAN ST;496412.34375;5458839.0;49.2822939568;-123.049329597;49.2822939568,-123.049329597
Residential;1600 SLOCAN ST;496402.40625;5457496.0;49.2702133709;-123.049454156;49.2702133709,-123.049454156
Residential;1000 SLOCAN ST;496408.53125;5458048.0;49.2751787496;-123.049374915;49.2751787496,-123.049374915
Residential;500-600 E 51ST AV;493363.3125;5452314.5;49.2235792131;-123.091145042;49.2235792131,-123.091145042
Residential;5800 MANITOBA ST;492125.28125;5453258.0;49.2320515588;-123.108166058;49.2320515588,-123.108166058
Residential;3000-3100 W 29TH AV;487311.3125;5454832.0;49.2461291654;-123.174339641;49.2461291654,-123.174339641
Residential;3100 PINE ST;489549.0;5456077.0;49.2573704872;-123.143626929;49.2573704872,-123.143626929
Residential;0 W 27TH AV;492181.09375;5454908.0;49.2468943964;-123.107431615;49.2468943964,-123.107431615
Residential;600 KEEFER ST;493411.0625;5458509.5;49.2793050639;-123.090591177;49.2793050639,-123.090591177
Residential;2900 ADANAC ST;496847.28125;5458300.5;49.2774524529;-123.043345045;49.2774524529,-123.043345045
Residential;1500 W 64TH AV;489753.65625;5451160.5;49.2131489458;-123.140688711;49.2131489458,-123.140688711
Residential;4400 JAMES ST;492441.28125;5454727.0;49.2452695313;-123.103853235;49.2452695313,-123.103853235
Residential;0-100 W 59TH AV;492109.21875;5451567.0;49.2168403861;-123.108353426;49.2168403861,-123.108353426
Residential;200 W 59TH AV;491893.4375;5451571.5;49.2168780473;-123.111316543;49.2168780473,-123.111316543
Residential;3500 MATHESON CRESCENT;498143.21875;5451733.5;49.2183861048;-123.025497458;49.2183861048,-123.025497458
Residential;3400 DUMFRIES ST;494692.53125;5455659.0;49.2536767393;-123.072934501;49.2536767393,-123.072934501
Residential;5800-6100 CROWN ST;485889.78125;5453200.0;49.2314178884;-123.193813589;49.2314178884,-123.193813589
Residential;3000 ADANAC ST;497147.5625;5458300.0;49.2774494302;-123.039216636;49.2774494302,-123.039216636
Residential;1300 E 29TH AV;494330.5625;5454648.0;49.2445793267;-123.077894312;49.2445793267,-123.077894312
Residential;6400 MAPLE ST;488911.65625;5452794.0;49.2278280094;-123.152295;49.2278280094,-123.152295
Residential;300 E 65TH AV;492781.03125;5450993.5;49.2116898852;-123.099118033;49.2116898852,-123.099118033
Residential;900 W 71ST AV;490684.84375;5450462.0;49.2068806184;-123.127886751;49.2068806184,-123.127886751
Residential;5800 EARLES ST;496446.4375;5453107.0;49.2307336034;-123.048809946;49.2307336034,-123.048809946
Residential;800-900 E 59TH AV;493688.15625;5451525.5;49.2164853855;-123.086671389;49.2164853855,-123.086671389
Residential;2500 W 10TH AV;488098.9375;5456709.0;49.2630289442;-123.163573684;49.2630289442,-123.163573684
Residential;2300 ST. GEORGE ST;493235.875;5456773.0;49.2636830212;-123.092970465;49.2636830212,-123.092970465
Residential;3600 MOSCROP ST;498131.28125;5454451.5;49.2428351701;-123.025674051;49.2428351701,-123.025674051
Residential;6500 COMMERCIAL ST;494975.0625;5452469.0;49.2249843249;-123.069012005;49.2249843249,-123.069012005
Residential;6500-6600 ARGYLE ST;494771.28125;5452368.0;49.2240740979;-123.071809399;49.2240740979,-123.071809399
Residential;6100-6200 LANARK ST;494480.6875;5452840.0;49.2283173081;-123.075806803;49.2283173081,-123.075806803
Residential;200 PENTICTON ST;496221.4375;5458890.0;49.2827515601;-123.051955003;49.2827515601,-123.051955003
Residential;8300 ASH ST;491237.09375;5450757.5;49.2095468665;-123.12031144;49.2095468665,-123.12031144
Residential;3200-3300 BALACLAVA ST;487311.75;5456026.5;49.2568739181;-123.17437147;49.2568739181,-123.17437147
Residential;1300-1400 E 11TH AV;494477.34375;5456419.5;49.2605156889;-123.075902064;49.2605156889,-123.075902064
Residential;3100-3300 E 58TH AV;497371.71875;5451596.0;49.2171464303;-123.036090851;49.2171464303,-123.036090851
Residential;2300 BAYSWATER ST;487546.75;5456976.5;49.2654241562;-123.171171491;49.2654241562,-123.171171491
Residential;3400 W 5TH AV;486852.28125;5457229.0;49.2676808968;-123.180725299;49.2676808968,-123.180725299
Residential;1500 WILLIAM ST;494729.625;5457914.5;49.273965725;-123.072454463;49.273965725,-123.072454463
Residential;2300 FRANKLIN ST;495841.28125;5458816.0;49.282083449;-123.057181356;49.282083449,-123.057181356
Residential;600 VERNON DRIVE;494237.15625;5458453.5;49.2788096807;-123.079232435;49.2788096807,-123.079232435
Residential;700 E 39TH AV;493482.15625;5453559.0;49.2347750737;-123.089533128;49.2347750737,-123.089533128
Residential;5700-5800 COMMERCIAL ST;494995.8125;5453293.5;49.2324010799;-123.068737315;49.2324010799,-123.068737315
Residential;4600-4700 HAGGART ST;488337.96875;5454712.0;49.2450701674;-123.160230189;49.2450701674,-123.160230189
Residential;1500 E 37TH AV;494653.375;5453784.5;49.2368148491;-123.073447567;49.2368148491,-123.073447567
Residential;1400 E 37TH AV;494553.0625;5453786.5;49.2368319552;-123.074825604;49.2368319552,-123.074825604
Residential;600 WOODLAND DRIVE;494712.875;5458494.0;49.2791782849;-123.072692394;49.2791782849,-123.072692394
Residential;3000 ADANAC ST;496988.28125;5458300.5;49.2774531638;-123.041406512;49.2774531638,-123.041406512
Residential;700 VERNON DRIVE;494235.28125;5458357.5;49.2779461265;-123.07925683;49.2779461265,-123.07925683
Residential;4200-4500 FLEMING ST;494751.40625;5454722.0;49.2452487273;-123.072113173;49.2452487273,-123.072113173
Residential;6300 MAPLE ST;488914.15625;5452893.5;49.2287230798;-123.152263414;49.2287230798,-123.152263414
Residential;1800 E 22ND AV;495080.125;5455284.5;49.2503112707;-123.067603645;49.2503112707,-123.067603645
Residential;3000 E GEORGIA ST;497080.09375;5458390.5;49.2782631754;-123.040144888;49.2782631754,-123.040144888
Residential;5800-6100 CROWN ST;485892.53125;5453326.0;49.2325513472;-123.19378025;49.2325513472,-123.19378025
Residential;1600 PENDRELL ST;489936.09375;5459307.0;49.2864313591;-123.138388409;49.2864313591,-123.138388409
Residential;1200 HARWOOD ST;490088.6875;5458690.0;49.2808838474;-123.136274809;49.2808838474,-123.136274809
Residential;3100 ADANAC ST;497267.125;5458299.5;49.2774454789;-123.037572832;49.2774454789,-123.037572832
Residential;2100 E 27TH AV;495573.5625;5454887.0;49.2467394383;-123.060818968;49.2467394383,-123.060818968
Residential;800 LAGOON DRIVE;489771.0;5460052.5;49.2931344916;-123.140677679;49.2931344916,-123.140677679
Residential;4400 CAMOSUN ST;485679.34375;5454925.5;49.2469342011;-123.196765727;49.2469342011,-123.196765727
Residential;7700 EAST BOULEVARD;489249.71875;5451400.0;49.2152946735;-123.147614479;49.2152946735,-123.147614479
Residential;700-800 E 40TH AV;493610.34375;5453451.0;49.2338049392;-123.087770546;49.2338049392,-123.087770546
Residential;4100 WALLACE ST;486110.25;5455185.0;49.2492783819;-123.19085411;49.2492783819,-123.19085411
Residential;4100 SALISH DRIVE;485568.34375;5453514.0;49.2342348887;-123.19824003;49.2342348887,-123.19824003
Residential;1400 W 72ND AV;489881.84375;5450340.0;49.2057704637;-123.138907943;49.2057704637,-123.138907943
Residential;1700-1800 E 3RD AV;495073.25;5457226.0;49.267775405;-123.067722005;49.267775405,-123.067722005
Residential;1800 GRANT ST;495148.8125;5457614.5;49.2712706398;-123.066688051;49.2712706398,-123.066688051
